"t","j.NH3","j.CO2","e.NH3","e.CO2","e.NH3.rel","e.CO2.rel","p.CO2.s","p.NH3.s","id","treated","film","mtc","dur","j.NH3.gm2h","time.h","time.d","condition","env","mtc.nm","film.nm"
2000,2.86111609036474e-06,0.000738337238496554,0.00563712828670759,1.49992314711733,0.00039979633239061,0.00199989752948977,0.00551939330465122,1.32952857694224e-05,"1 untreated",0,2e-05,0.005,18000,0.144200250954383,0.555555555555556,0.0231481481481481,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
2181.81818181818,2.86908513773323e-06,0.000736221426108573,0.00615805640495637,1.6339742954118,0.000436741589003998,0.0021786323938824,0.00550358814561261,1.33323170392932e-05,"1 untreated",0,2e-05,0.005,18000,0.144601890941755,0.606060606060606,0.0252525252525253,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
2363.63636363636,2.87706941165601e-06,0.00073411350472665,0.00668043479981861,1.76764146662833,0.000473789702114795,0.00235685528883778,0.0054878419325403,1.33694190652551e-05,"1 untreated",0,2e-05,0.005,18000,0.145004298347463,0.656565656565657,0.0273569023569024,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
2545.45454545455,2.88506862715753e-06,0.000732013450242226,0.00720426627162851,1.90092609342821,0.000510940870328263,0.00253456812457095,0.00547215448534289,1.34065905230586e-05,"1 untreated",0,2e-05,0.005,18000,0.14540745880874,0.707070707070707,0.0294612794612795,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
2727.27272727273,2.89308424812623e-06,0.00072992123120109,0.0077295535909343,2.03382960311183,0.000548195290137185,0.0027117728041491,0.00545652556905683,1.34438382152292e-05,"1 untreated",0,2e-05,0.005,18000,0.145811446105562,0.757575757575757,0.0315656565656566,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
2909.09090909091,2.90111436016831e-06,0.000727836842512593,0.0082562996208253,2.16635342058453,0.000585553164597539,0.00288847122744604,0.00544095514565487,1.34811532457935e-05,"1 untreated",0,2e-05,0.005,18000,0.146216163752483,0.808080808080808,0.0336700336700337,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
3090.90909090909,2.90916037793681e-06,0.00072576022815717,0.00878450717209489,2.29849896315613,0.000623014693056375,0.00306466528420818,0.00542544279666978,1.35185421884856e-05,"1 untreated",0,2e-05,0.005,18000,0.146621683048015,0.858585858585859,0.0357744107744108,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
3272.72727272727,2.91722232329509e-06,0.000723691380908674,0.0093141789773199,2.43026764472688,0.000660580069313468,0.00324035685963584,0.00540998846812212,1.35560051449021e-05,"1 untreated",0,2e-05,0.005,18000,0.147028005094072,0.909090909090909,0.0378787878787879,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
3454.54545454545,2.92529856323972e-06,0.000721630264712624,0.00984531789208631,2.56166087370036,0.000698249495892646,0.00341554783160048,0.00539459189068421,1.3593534526659e-05,"1 untreated",0,2e-05,0.005,18000,0.147435047587282,0.95959595959596,0.039983164983165,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
3636.36363636364,2.9333904286731e-06,0.000719576836455664,0.010377926690353,2.69268005141419,0.00073602316952858,0.00359024006855225,0.00537925274229847,1.36311365183108e-05,"1 untreated",0,2e-05,0.005,18000,0.147842877605124,1.01010101010101,0.0420875420875421,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
3818.18181818182,2.94149695633627e-06,0.000717531103363602,0.0109120081162928,2.82332657772838,0.00077390128484346,0.00376443543697117,0.00536397107694181,1.36688066437008e-05,"1 untreated",0,2e-05,0.005,18000,0.148251446599348,1.06060606060606,0.0441919191919192,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
4000,2.94962014262116e-06,0.000715493010979338,0.0114475649802444,2.95360184540652,0.000811884041152082,0.00393813579387536,0.00534874648781866,1.37065541798387e-05,"1 untreated",0,2e-05,0.005,18000,0.148660855188106,1.11111111111111,0.0462962962962963,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
4181.81818181818,2.95775769619825e-06,0.000713462531592609,0.0119846000168309,3.08350724149216,0.000849971632399353,0.00411134298865621,0.00533357876793282,1.37443684791731e-05,"1 untreated",0,2e-05,0.005,18000,0.149070987888392,1.16161616161616,0.0484006734006734,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
4363.63636363636,2.96591037381626e-06,0.00071143967363317,0.01252311599319,3.21304415214297,0.000888164254836171,0.00428405886952396,0.00531846798025473,1.37822530582303e-05,"1 untreated",0,2e-05,0.005,18000,0.149481882840339,1.21212121212121,0.0505050505050505,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
4545.45454545455,2.97407922511524e-06,0.000709424384132565,0.0130631157387597,3.34221395679936,0.000926462109131896,0.00445628527573247,0.00530341372910901,1.38202127945702e-05,"1 untreated",0,2e-05,0.005,18000,0.149893592945808,1.26262626262626,0.0526094276094276,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
4727.27272727273,2.98226157371666e-06,0.000707416609974045,0.0136046019460991,3.47101802622808,0.000964865386248166,0.00462802403497077,0.00528841561771251,1.38582352513615e-05,"1 untreated",0,2e-05,0.005,18000,0.15030598331532,1.31313131313131,0.0547138047138047,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
4909.09090909091,2.99046043083554e-06,0.000705416363454418,0.0141475773632465,3.59945772978881,0.00100337428108131,0.00479927697305174,0.00527347373792263,1.38963344213831e-05,"1 untreated",0,2e-05,0.005,18000,0.150719205714111,1.36363636363636,0.0568181818181818,"Untreated (pH 7.5)","1 ","Straw covered (0.005 m/s)","Very intense mixing
20 um"
